CustomerID,Age,Gender,Region,SubscriptionType,TenureMonths,AvgMonthlyWatchHours,Churned,Cluster,PCA1,PCA2,SegmentName
CUST_0112,68,Female,East,Premium,49,28.8,0,1,1.4359926623662718,0.9563877683457738,At-Risk Mid-Tenure
CUST_0113,34,Female,North,Standard,21,15.5,0,3,-0.32156333398760073,-0.9031053247949307,Young High-Engagement
CUST_0114,25,Female,South,Basic,9,47.0,0,3,-2.3486407782384027,0.20532245744542274,Young High-Engagement
CUST_0115,52,Male,North,Basic,6,41.1,1,0,-1.1286714034450236,-0.19137466691864272,Loyal Heavy Users
CUST_0116,52,Female,North,Premium,51,49.2,0,0,0.040126143150264616,2.063789073039512,Loyal Heavy Users
CUST_0117,50,Female,North,Standard,45,13.7,0,1,1.1893866526042676,0.0033345887635963614,At-Risk Mid-Tenure
CUST_0118,22,Male,South,Premium,35,48.5,0,2,-1.6655951210156328,1.3428708187978755,New Low-Engagement Users
CUST_0119,59,Male,West,Premium,39,22.1,0,1,1.012740504547766,0.19588744672525876,At-Risk Mid-Tenure
CUST_0120,56,Female,North,Standard,22,18.0,1,1,0.4928091230183927,-0.7122142707264578,At-Risk Mid-Tenure
CUST_0121,58,Female,South,Standard,41,3.5,0,1,1.7876673342384783,-0.673133935687575,At-Risk Mid-Tenure
CUST_0122,45,Female,West,Standard,54,3.6,1,1,1.6944249914046348,-0.14921036945496152,At-Risk Mid-Tenure
CUST_0123,24,Female,North,Basic,5,34.9,0,3,-2.03461691925767,-0.5772967951564445,Young High-Engagement
CUST_0124,26,Female,East,Standard,42,23.4,1,2,-0.26258069316208826,0.35159286820959296,New Low-Engagement Users
CUST_0125,25,Male,West,Standard,23,12.1,0,3,-0.4790163781749214,-1.0040118527267616,Young High-Engagement
CUST_0126,29,Male,North,Standard,17,31.1,0,3,-1.282670346826522,-0.2752131089573146,Young High-Engagement
CUST_0127,51,Male,West,Premium,12,13.4,0,3,0.14536247087809875,-1.3614185768198064,Young High-Engagement
CUST_0128,50,Female,West,Standard,23,29.3,1,0,-0.16923367463329256,-0.1003122423543164,Loyal Heavy Users
CUST_0129,65,Male,West,Standard,16,18.6,1,0,0.6300803526767652,-0.917986861588281,Loyal Heavy Users
CUST_0130,40,Female,West,Standard,3,41.4,0,3,-1.721362894981421,-0.3109859750614956,Young High-Engagement
CUST_0131,41,Female,West,Standard,30,41.2,1,0,-0.7763600989973143,0.7847250379645268,Loyal Heavy Users
CUST_0132,54,Female,West,Standard,57,24.4,0,1,1.3176884383381728,1.044881433718482,At-Risk Mid-Tenure
CUST_0133,52,Male,North,Basic,22,18.2,0,1,0.324438236731949,-0.70605534621593,At-Risk Mid-Tenure
CUST_0134,61,Female,East,Standard,9,18.8,0,0,0.22918678445147217,-1.1982863053211252,Loyal Heavy Users
CUST_0135,57,Male,South,Basic,29,40.5,0,0,-0.14011866160837907,0.7242734524110257,Loyal Heavy Users
CUST_0136,39,Female,West,Basic,47,17.1,0,1,0.6781011869801794,0.2476588701533567,At-Risk Mid-Tenure
CUST_0137,44,Male,South,Standard,37,11.2,0,1,0.7837784046805972,-0.4577966394033359,At-Risk Mid-Tenure
CUST_0138,52,Male,North,Standard,23,5.1,0,1,0.8848759740135784,-1.334115206743683,At-Risk Mid-Tenure
CUST_0139,18,Female,West,Premium,13,23.9,0,3,-1.5666553012472122,-0.8177386432542294,Young High-Engagement
CUST_0140,52,Male,East,Standard,32,24.6,0,0,0.39904026364777107,0.030002031627937836,Loyal Heavy Users
CUST_0141,54,Male,South,Standard,46,42.2,0,0,0.23592009816186202,1.5037316704973276,Loyal Heavy Users
CUST_0142,64,Female,West,Standard,52,11.8,0,1,2.059502417732573,0.20695588293958478,At-Risk Mid-Tenure
CUST_0143,31,Female,North,Standard,47,19.7,0,2,0.2528186155646353,0.37232492268872874,New Low-Engagement Users
CUST_0144,20,Female,East,Basic,48,40.6,0,2,-0.9959861850263958,1.4694054716348748,New Low-Engagement Users
CUST_0145,18,Female,South,Basic,23,41.4,0,2,-1.9387818503102492,0.4851664886845986,New Low-Engagement Users
CUST_0146,22,Female,South,Basic,45,19.8,0,2,-0.17836489438287784,0.28646367693605856,New Low-Engagement Users
CUST_0147,43,Male,West,Standard,17,23.5,0,3,-0.4156761029992727,-0.6491341648572456,Young High-Engagement
CUST_0148,31,Male,East,Basic,55,15.9,0,2,0.6714929305866104,0.5056499270785035,New Low-Engagement Users
CUST_0149,56,Male,East,Basic,40,46.7,0,0,-0.06433037585896548,1.490026344108848,Loyal Heavy Users
CUST_0150,44,Female,East,Basic,21,6.8,0,3,0.42937958650568375,-1.3372550309882478,Young High-Engagement
CUST_0151,26,Female,East,Premium,2,46.8,0,3,-2.5330338659572775,-0.0903357467106485,Young High-Engagement
CUST_0152,32,Male,North,Basic,37,34.5,0,2,-0.6349143149643287,0.7199093249350581,New Low-Engagement Users
CUST_0153,32,Male,East,Standard,6,27.0,1,3,-1.3628139882753703,-0.9316972593960842,Young High-Engagement
CUST_0154,43,Female,South,Basic,44,2.6,1,1,1.3223346877700997,-0.6115312493045303,At-Risk Mid-Tenure
CUST_0155,59,Male,South,Standard,18,24.3,0,0,0.22663165988856135,-0.5511394544905414,Loyal Heavy Users
CUST_0156,30,Female,North,Basic,30,21.0,0,3,-0.4042793199281581,-0.2579857482324607,Young High-Engagement
CUST_0157,68,Female,South,Basic,22,8.9,0,1,1.340011231951625,-1.1647636487451731,At-Risk Mid-Tenure
CUST_0158,49,Female,South,Standard,54,33.2,0,2,0.6634705115496368,1.3664381900011604,New Low-Engagement Users
CUST_0159,56,Male,East,Basic,33,48.6,1,0,-0.3733201113437456,1.300595969809658,Loyal Heavy Users
CUST_0160,66,Female,South,Basic,30,28.5,0,0,0.7367725524513317,0.16151042784694414,Loyal Heavy Users
CUST_0161,69,Female,North,Basic,17,36.0,0,0,0.1233423742132188,0.015562466050489804,Loyal Heavy Users
CUST_0162,49,Female,East,Basic,43,4.4,0,1,1.4571572741314196,-0.5544507931141514,At-Risk Mid-Tenure
CUST_0163,21,Female,West,Basic,32,21.5,1,2,-0.7186910529729156,-0.15972955175254905,New Low-Engagement Users
CUST_0164,47,Female,East,Basic,42,6.7,0,1,1.2512135061542766,-0.47994575137933837,At-Risk Mid-Tenure
CUST_0165,54,Female,North,Premium,51,31.0,0,1,0.8527608858626173,1.1363903000528266,At-Risk Mid-Tenure
CUST_0166,40,Male,East,Standard,14,47.0,0,0,-1.5813466879497324,0.4251401346301156,Loyal Heavy Users
CUST_0167,56,Female,East,Standard,58,33.4,0,1,1.0688544668053062,1.5474376191253854,At-Risk Mid-Tenure
CUST_0168,62,Female,North,Basic,10,4.8,0,1,0.8659261883121027,-1.8712931574252236,At-Risk Mid-Tenure
CUST_0169,32,Male,East,Premium,47,18.4,0,2,0.3452186092059376,0.30695098501887147,New Low-Engagement Users
CUST_0170,60,Female,North,Basic,51,28.0,1,1,1.2139809229628162,0.9892700271558282,At-Risk Mid-Tenure
CUST_0171,46,Female,North,Basic,36,20.8,1,1,0.4443618905717499,-0.006445282925699401,At-Risk Mid-Tenure
CUST_0172,53,Female,West,Standard,34,41.8,1,0,-0.18667231735983,0.9912195988525488,Loyal Heavy Users
CUST_0173,30,Male,South,Basic,9,40.9,0,3,-1.9027391370941922,-0.10112028481035144,Young High-Engagement
CUST_0174,49,Male,South,Basic,42,31.0,0,0,0.3534009984971234,0.7630184980696344,Loyal Heavy Users
CUST_0175,24,Other,East,Standard,28,19.3,0,3,-0.6427790660288458,-0.4327273400037641,Young High-Engagement
CUST_0176,68,Female,East,Premium,11,13.5,0,0,0.7894876848312549,-1.3800026330522261,Loyal Heavy Users
CUST_0177,39,Male,West,Standard,14,6.2,0,3,0.020602241716170033,-1.6594220040421734,Young High-Engagement
CUST_0178,45,Female,West,Standard,39,18.4,0,1,0.6005240002305267,-0.007252724516526629,At-Risk Mid-Tenure
CUST_0179,19,Female,West,Premium,55,21.2,0,2,-0.022775071254760124,0.7641433172088541,New Low-Engagement Users
CUST_0180,59,Female,North,Basic,47,34.1,0,0,0.7955309006088425,1.1360768218087607,Loyal Heavy Users
CUST_0181,62,Female,West,Basic,54,33.2,0,1,1.1845161105043394,1.3796154727439018,At-Risk Mid-Tenure
CUST_0182,23,Male,West,Basic,19,4.4,0,3,-0.3821545475683258,-1.5629483354340532,Young High-Engagement
CUST_0183,45,Male,East,Standard,54,20.4,0,1,1.0182952547879833,0.7087213664725456,At-Risk Mid-Tenure
CUST_0184,45,Male,West,Standard,15,9.9,0,3,0.14539282651408733,-1.4234683058380768,Young High-Engagement
CUST_0185,61,Female,North,Premium,28,8.7,0,1,1.2668025366085978,-0.9365368375217238,At-Risk Mid-Tenure
CUST_0186,61,Male,North,Standard,24,41.5,0,0,-0.1861303864651599,0.5747822460071967,Loyal Heavy Users
CUST_0187,37,Male,East,Standard,8,3.1,0,3,-0.1341017408762271,-2.0652938547436106,Young High-Engagement
CUST_0188,47,Male,West,Basic,43,21.5,0,1,0.6887929308403954,0.316773878115376,At-Risk Mid-Tenure
CUST_0189,28,Female,West,Premium,9,9.2,0,3,-0.7071075787844661,-1.7219830369892974,Young High-Engagement
CUST_0190,45,Female,North,Premium,47,44.1,0,2,-0.16805330559221401,1.6325595542697642,New Low-Engagement Users
CUST_0191,42,Male,West,Premium,33,28.3,0,2,-0.11745604257548381,0.24973753568712156,New Low-Engagement Users
CUST_0192,56,Male,West,Basic,33,12.3,0,1,1.0876030695600911,-0.5531493881765629,At-Risk Mid-Tenure
CUST_0193,50,Female,West,Standard,19,25.6,0,0,-0.15319425327206287,-0.45295198985837287,Loyal Heavy Users
CUST_0194,18,Male,South,Basic,3,36.8,0,3,-2.418001608919069,-0.5681958720861393,Young High-Engagement
CUST_0195,44,Male,East,Basic,10,47.9,0,0,-1.5901163050496736,0.3114648157376759,Loyal Heavy Users
CUST_0196,69,Male,South,Basic,40,11.8,0,1,1.8612942592815196,-0.2790474198073394,At-Risk Mid-Tenure
CUST_0197,30,Male,East,Standard,47,44.4,0,2,-0.7813335112212889,1.6326752068290424,New Low-Engagement Users
CUST_0198,58,Male,North,Standard,42,46.8,1,0,0.07824095573563436,1.5790056029698745,Loyal Heavy Users
CUST_0199,20,Female,West,Basic,1,45.9,0,3,-2.770512740191304,-0.1833008222601606,Young High-Engagement
CUST_0200,56,Male,East,Basic,29,32.1,0,0,0.15786577601112353,0.29429394731321507,Loyal Heavy Users
CUST_0201,23,Female,South,Standard,50,31.9,0,2,-0.4591712273723457,1.1100055535726931,New Low-Engagement Users
CUST_0202,25,Male,West,Basic,34,20.8,0,2,-0.46376220587606704,-0.1095769108104321,New Low-Engagement Users
CUST_0203,44,Female,North,Basic,51,37.9,0,2,0.17426043714968847,1.4786187488253395,New Low-Engagement Users
CUST_0204,26,Female,East,Standard,13,27.0,0,3,-1.3707738904694606,-0.6513207139570544,Young High-Engagement
CUST_0205,54,Male,East,Standard,54,34.2,0,2,0.8236268473380001,1.4225737409052257,New Low-Engagement Users
CUST_0206,50,Female,East,Basic,1,22.0,0,3,-0.6062247775541071,-1.3734017373257958,Young High-Engagement
CUST_0207,68,Male,West,Basic,34,36.8,0,0,0.6157632312512845,0.7510873296945034,Loyal Heavy Users
CUST_0208,59,Other,South,Basic,29,41.4,0,0,-0.0961790361209103,0.7722613553895419,Loyal Heavy Users
CUST_0209,61,Male,South,Premium,48,8.2,0,1,1.951275965261758,-0.14361803944326493,At-Risk Mid-Tenure
CUST_0210,41,Male,East,Standard,47,41.8,0,2,-0.23580964773927485,1.5110500656958412,New Low-Engagement Users
CUST_0211,32,Male,North,Standard,13,27.5,0,3,-1.1504142151643977,-0.6197052085358221,Young High-Engagement
CUST_0212,49,Other,North,Basic,48,42.4,1,2,0.0939038331691235,1.590722205943333,New Low-Engagement Users
CUST_0213,49,Female,South,Standard,49,22.1,0,1,0.944111457572175,0.5949773157323629,At-Risk Mid-Tenure
CUST_0214,41,Female,North,Basic,53,19.6,0,1,0.8569526601660284,0.622890301714526,At-Risk Mid-Tenure
CUST_0215,58,Male,South,Standard,29,45.8,0,0,-0.31334106449504695,0.9959441252841175,Loyal Heavy Users
CUST_0216,69,Female,East,Premium,39,13.3,0,1,1.7677080068066258,-0.2433689959914366,At-Risk Mid-Tenure
CUST_0217,66,Male,South,Standard,24,42.4,1,0,-0.021949468911221216,0.625811060387884,Loyal Heavy Users
CUST_0218,66,Female,South,Premium,26,24.7,0,0,0.7568365555781367,-0.19623605618049042,Loyal Heavy Users
CUST_0219,69,Male,East,Standard,17,26.2,1,0,0.517751387239599,-0.48489771324055614,Loyal Heavy Users
CUST_0220,29,Male,North,Basic,7,16.1,0,3,-1.0111583419028674,-1.450449827811692,Young High-Engagement
CUST_0221,56,Male,South,Premium,13,29.1,0,0,-0.2528771868818442,-0.5136701329444048,Loyal Heavy Users
CUST_0222,19,Male,South,Basic,5,16.9,0,3,-1.5105943548982308,-1.5015775550347732,Young High-Engagement
CUST_0223,20,Female,East,Standard,26,2.9,1,3,-0.20950443121231682,-1.3561319264435223,Young High-Engagement
CUST_0224,66,Male,North,Basic,49,14.3,0,1,1.9393961569970448,0.21388369818784697,At-Risk Mid-Tenure
CUST_0225,54,Female,South,Basic,3,1.3,0,3,0.45362042265780306,-2.344596401059283,Young High-Engagement
CUST_0226,66,Male,East,Standard,7,48.9,0,0,-0.8482452255251074,0.26206432581640865,Loyal Heavy Users
CUST_0227,34,Female,South,Basic,58,48.3,0,2,-0.41257769141952666,2.286041344159455,New Low-Engagement Users
CUST_0228,66,Male,West,Standard,49,20.4,1,1,1.693896669296951,0.5253946261139061,At-Risk Mid-Tenure
CUST_0229,19,Male,East,Standard,39,36.7,0,2,-1.1780656607791598,0.9009254937761682,New Low-Engagement Users
CUST_0230,19,Female,North,Basic,53,17.9,0,2,0.043601075026696724,0.5137757638678446,New Low-Engagement Users
CUST_0231,45,Male,North,Basic,1,33.9,0,3,-1.285552161101685,-0.7707682767140968,Young High-Engagement
CUST_0232,40,Male,North,Standard,49,40.5,0,2,-0.15713546349309107,1.525494101827405,New Low-Engagement Users
CUST_0233,54,Female,North,Basic,17,47.4,1,0,-0.9366664073947151,0.5825258727047283,Loyal Heavy Users
CUST_0234,49,Female,South,Standard,43,20.6,0,1,0.8051750281082196,0.27284052367308786,At-Risk Mid-Tenure
CUST_0235,50,Male,South,Standard,25,39.4,0,0,-0.5092813809738702,0.49731339457639834,Loyal Heavy Users
CUST_0236,18,Male,North,Premium,59,14.0,1,2,0.3597844891428956,0.5591351465306497,New Low-Engagement Users
CUST_0237,36,Female,North,Standard,3,49.5,0,0,-2.2076757407483143,0.09860513479589599,Loyal Heavy Users
CUST_0238,19,Male,North,Standard,15,2.3,0,3,-0.5908301572115943,-1.8379348471002894,Young High-Engagement
