CustomerID,CSAT_Score,NPS_Category,NPS_Score_Numeric,Open_Ended_Feedback,Survey_Date,survey_month,feedback_clean,sentiment_compound,sentiment_label
CUST_0125,1,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-04-30,2024-04,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0126,3,Promoter,10,"No feedback, everything seems to be working fine.",2024-08-12,2024-08,no feedback everything seems to be working fine,-0.1027,negative
CUST_0127,2,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-07-09,2024-07,i wish there was an option to remove spoilers from my feed it s so frustrating to have the final scores pop up before i can watch the game,-0.2596,negative
CUST_0128,5,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-25,2024-08,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0129,4,Detractor,0,"The app keeps crashing, please fix it.",2024-02-05,2024-02,the app keeps crashing please fix it,0.3182,positive
CUST_0130,5,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-29,2024-08,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0131,3,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-11,2024-11,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0132,1,Passive,5,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-06-20,2024-06,i wish there was an option to remove spoilers from my feed it s so frustrating to have the final scores pop up before i can watch the game,-0.2596,negative
CUST_0133,4,Passive,5,"No feedback, everything seems to be working fine.",2024-03-31,2024-03,no feedback everything seems to be working fine,-0.1027,negative
CUST_0134,1,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-03-03,2024-03,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0135,4,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-11-18,2024-11,i wish there was an option to remove spoilers from my feed it s so frustrating to have the final scores pop up before i can watch the game,-0.2596,negative
CUST_0136,5,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-01-26,2024-01,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0137,4,Passive,5,Wish there were more pre-game analysis segments.,2024-11-10,2024-11,wish there were more pre game analysis segments,0.4019,positive
CUST_0138,2,Promoter,10,Wish there were more pre-game analysis segments.,2024-08-05,2024-08,wish there were more pre game analysis segments,0.4019,positive
CUST_0139,5,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-07-07,2024-07,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0140,4,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-14,2024-05,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0141,3,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-10-07,2024-10,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0142,2,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-08-22,2024-08,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0143,4,Detractor,0,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-09-09,2024-09,i wish there was an option to remove spoilers from my feed it s so frustrating to have the final scores pop up before i can watch the game,-0.2596,negative
CUST_0144,2,Passive,5,"The app keeps crashing, please fix it.",2024-09-02,2024-09,the app keeps crashing please fix it,0.3182,positive
CUST_0145,5,Detractor,0,The streaming quality was terrible during the last game.,2024-07-19,2024-07,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0146,1,Promoter,10,Wish there were more pre-game analysis segments.,2024-11-10,2024-11,wish there were more pre game analysis segments,0.4019,positive
CUST_0147,5,Detractor,0,"No feedback, everything seems to be working fine.",2024-07-05,2024-07,no feedback everything seems to be working fine,-0.1027,negative
CUST_0148,1,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-04-13,2024-04,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0149,1,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-02-06,2024-02,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0150,5,Detractor,0,"Great coverage, I am a loyal fan and appreciate the service.",2024-11-03,2024-11,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0151,5,Detractor,0,"No feedback, everything seems to be working fine.",2024-07-14,2024-07,no feedback everything seems to be working fine,-0.1027,negative
CUST_0152,1,Detractor,0,"The app keeps crashing, please fix it.",2024-12-11,2024-12,the app keeps crashing please fix it,0.3182,positive
CUST_0153,3,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-07-22,2024-07,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0154,1,Promoter,10,I love the new commentator! Great addition to the team.,2024-10-21,2024-10,i love the new commentator great addition to the team,0.8519,positive
CUST_0155,1,Passive,5,"No feedback, everything seems to be working fine.",2024-05-19,2024-05,no feedback everything seems to be working fine,-0.1027,negative
CUST_0156,1,Promoter,10,I love the new commentator! Great addition to the team.,2024-07-12,2024-07,i love the new commentator great addition to the team,0.8519,positive
CUST_0157,3,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-02-28,2024-02,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0158,3,Passive,5,Wish there were more pre-game analysis segments.,2024-07-08,2024-07,wish there were more pre game analysis segments,0.4019,positive
CUST_0159,3,Detractor,0,"No feedback, everything seems to be working fine.",2024-01-27,2024-01,no feedback everything seems to be working fine,-0.1027,negative
CUST_0160,1,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-23,2024-05,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0161,2,Detractor,0,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-09-05,2024-09,i m happy with the service but i would love to be able to pause and rewind live streams,0.8462,positive
CUST_0162,1,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-10-19,2024-10,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0163,1,Promoter,10,I wish there was an option to remove spoilers from my feed. It's so frustrating to have the final scores pop up before I can watch the game.,2024-02-16,2024-02,i wish there was an option to remove spoilers from my feed it s so frustrating to have the final scores pop up before i can watch the game,-0.2596,negative
CUST_0164,5,Detractor,0,"No feedback, everything seems to be working fine.",2024-04-29,2024-04,no feedback everything seems to be working fine,-0.1027,negative
CUST_0165,5,Passive,5,I love the new commentator! Great addition to the team.,2024-01-21,2024-01,i love the new commentator great addition to the team,0.8519,positive
CUST_0166,3,Promoter,10,The streaming quality was terrible during the last game.,2024-04-09,2024-04,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0167,1,Detractor,0,The streaming quality was terrible during the last game.,2024-07-25,2024-07,the streaming quality was terrible during the last game,-0.4767,negative
CUST_0168,4,Promoter,10,I love the new commentator! Great addition to the team.,2024-11-10,2024-11,i love the new commentator great addition to the team,0.8519,positive
CUST_0169,2,Promoter,10,"No feedback, everything seems to be working fine.",2024-03-12,2024-03,no feedback everything seems to be working fine,-0.1027,negative
CUST_0170,4,Passive,5,Wish there were more pre-game analysis segments.,2024-07-24,2024-07,wish there were more pre game analysis segments,0.4019,positive
CUST_0171,1,Detractor,0,"No feedback, everything seems to be working fine.",2024-04-27,2024-04,no feedback everything seems to be working fine,-0.1027,negative
CUST_0172,2,Promoter,10,Subscription price is too high for what's offered.,2024-11-05,2024-11,subscription price is too high for what s offered,0.0,neutral
CUST_0173,4,Detractor,0,"The app keeps crashing, please fix it.",2024-09-12,2024-09,the app keeps crashing please fix it,0.3182,positive
CUST_0174,4,Detractor,0,"No feedback, everything seems to be working fine.",2024-12-23,2024-12,no feedback everything seems to be working fine,-0.1027,negative
CUST_0175,4,Promoter,10,Wish there were more pre-game analysis segments.,2024-10-01,2024-10,wish there were more pre game analysis segments,0.4019,positive
CUST_0176,2,Passive,5,"Great coverage, I am a loyal fan and appreciate the service.",2024-06-10,2024-06,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0177,3,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-05-31,2024-05,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0178,4,Passive,5,"No feedback, everything seems to be working fine.",2024-05-20,2024-05,no feedback everything seems to be working fine,-0.1027,negative
CUST_0179,2,Promoter,10,I'm happy with the service but I would love to be able to pause and rewind live streams.,2024-11-29,2024-11,i m happy with the service but i would love to be able to pause and rewind live streams,0.8462,positive
CUST_0180,5,Promoter,10,"The app keeps crashing, please fix it.",2024-01-03,2024-01,the app keeps crashing please fix it,0.3182,positive
CUST_0181,3,Detractor,0,Subscription price is too high for what's offered.,2024-10-02,2024-10,subscription price is too high for what s offered,0.0,neutral
CUST_0182,2,Passive,5,Wish there were more pre-game analysis segments.,2024-02-14,2024-02,wish there were more pre game analysis segments,0.4019,positive
CUST_0183,1,Promoter,10,I love the new commentator! Great addition to the team.,2024-04-30,2024-04,i love the new commentator great addition to the team,0.8519,positive
CUST_0184,5,Promoter,10,"The app keeps crashing, please fix it.",2024-06-21,2024-06,the app keeps crashing please fix it,0.3182,positive
CUST_0185,2,Promoter,10,Wish there were more pre-game analysis segments.,2024-05-29,2024-05,wish there were more pre game analysis segments,0.4019,positive
CUST_0186,2,Promoter,10,"Great coverage, I am a loyal fan and appreciate the service.",2024-12-24,2024-12,great coverage i am a loyal fan and appreciate the service,0.9042,positive
CUST_0187,5,Passive,5,I love the new commentator! Great addition to the team.,2024-05-25,2024-05,i love the new commentator great addition to the team,0.8519,positive
CUST_0188,2,Promoter,10,"No feedback, everything seems to be working fine.",2024-10-20,2024-10,no feedback everything seems to be working fine,-0.1027,negative
